"trackingcode","trackingcode","event31","event95","event29","event30","event94","event38","event33","event32"
"em_5073978",NA,0,0,0,1,0,0,0,0
"em_4866764",NA,0,0,0,1,0,0,0,0
"em_5303089",NA,0,0,0,1,0,0,0,0
"em_5348248",NA,0,0,0,1,0,0,0,0
"em_4917918",NA,0,0,0,1,0,0,0,0
"em_5113812",NA,0,0,0,1,0,0,0,0
"em_5032229",NA,0,0,0,1,0,0,0,0
"em_4836884",NA,0,0,0,1,0,0,0,0
"em_5161391",NA,0,0,0,1,0,0,0,0
"em_5200080",NA,0,0,0,1,0,0,0,0
"em_5093087",NA,0,0,0,1,0,0,0,0
"em_4823444",NA,0,0,0,1,0,0,0,0
"em_5235448",NA,0,0,0,1,0,0,0,0
"em_5096427",NA,0,0,0,1,0,0,0,0
"em_5127559",NA,0,0,0,1,0,0,0,0
"em_5347608",NA,0,0,0,1,0,0,0,0
"em_4911372",NA,0,0,0,1,0,0,0,0
"em_5133843",NA,0,0,0,1,0,0,0,0
"em_5180771",NA,0,0,0,1,0,0,0,0
"em_5174131",NA,0,0,0,1,0,0,0,0
"em_5086063",NA,0,0,0,1,0,0,0,0
"em_4924787",NA,0,0,0,1,0,0,0,0
"em_4937572",NA,0,0,0,1,0,0,0,0
"em_4944568",NA,0,0,0,1,0,0,0,0
"em_4970792",NA,0,0,0,1,0,0,0,0
"em_5015686",NA,0,0,0,1,0,0,0,0
"em_4970926",NA,0,0,0,1,0,0,0,0
"em_4826477",NA,0,0,0,1,0,0,0,0
"em_5262501",NA,0,0,0,1,0,0,0,0
"em_5100011",NA,0,0,0,1,0,0,0,0
"em_4836882",NA,0,0,0,1,0,0,0,0
"em_5096426",NA,0,0,0,1,0,0,0,0
"em_5344252",NA,0,0,0,1,0,0,0,0
"em_4997381",NA,0,0,0,1,0,0,0,0
"em_5032338",NA,0,0,0,1,0,0,0,0
"em_5317993",NA,0,0,0,1,0,0,0,0
"em_4890822",NA,0,0,0,1,0,0,0,0
"em_5170901",NA,0,0,0,1,0,0,0,0
"em_5200612",NA,0,0,0,1,0,0,0,0
"em_5302432",NA,0,0,0,1,0,0,0,0
"em_5011933",NA,0,0,0,1,0,0,0,0
"em_4948317",NA,0,0,0,1,0,0,0,0
"em_5044314",NA,0,0,0,1,0,0,0,0
"em_5347781",NA,0,0,0,1,0,0,0,0
"em_5154695",NA,0,0,0,1,0,0,0,0
"em_4917924",NA,0,0,0,1,0,0,0,0
"em_4931269",NA,0,0,0,1,0,0,0,0
"em_5302433",NA,0,0,0,1,0,0,0,0
"em_5066553",NA,0,0,0,1,0,0,0,0
"em_4974245",NA,0,0,0,1,0,0,0,0
"em_4911600",NA,0,0,0,1,0,0,0,0
"em_5205006",NA,0,0,0,1,0,0,0,0
"em_4890980",NA,0,0,0,1,0,0,0,0
"em_5160148",NA,0,0,0,1,0,0,0,0
"em_4823147",NA,0,0,0,1,0,0,0,0
"em_5243052",NA,0,0,0,1,0,0,0,0
"em_4994727",NA,0,0,0,1,0,0,0,0
"em_5275279",NA,0,0,0,1,0,0,0,0
"em_5280687",NA,0,0,0,1,0,0,0,0
"em_5154686",NA,0,0,0,1,0,0,0,0
"em_5121309",NA,0,0,0,1,0,0,0,0
"em_4991300",NA,0,0,0,1,0,0,0,0
"em_5133842",NA,0,0,0,1,0,0,0,0
"em_5133864",NA,0,0,0,1,0,0,0,0
"em_5347696",NA,0,0,0,1,0,0,0,0
"em_4914725",NA,0,0,0,1,0,0,0,0
"em_4822883",NA,0,0,0,1,0,0,0,0
"em_5161984",NA,0,0,0,1,0,0,0,0
"em_5344370",NA,0,0,0,1,0,0,0,0
"em_5035337",NA,0,0,0,1,0,0,0,0
"em_5344687",NA,0,0,0,1,0,0,0,0
"em_4914718",NA,0,0,0,1,0,0,0,0
"em_5059751",NA,0,0,0,1,0,0,0,0
"em_5153175",NA,0,0,0,1,0,0,0,0
"em_5258804",NA,0,0,0,1,0,0,0,0
"em_4944900",NA,0,0,0,1,0,0,0,0
"em_5323911",NA,0,0,0,1,0,0,0,0
"em_5180827",NA,0,0,0,1,0,0,0,0
"em_5201256",NA,0,0,0,1,0,0,0,0
"em_5099756",NA,0,0,0,1,0,0,0,0
"em_5059999",NA,0,0,0,1,0,0,0,0
"em_4974221",NA,0,0,0,1,0,0,0,0
"em_4934521",NA,0,0,0,1,0,0,0,0
"em_5154630",NA,0,0,0,1,0,0,0,0
"em_5186946",NA,0,0,-1,14,7,0,1,0
"em_4967879",NA,0,0,-2,120,62,0,2,1
"em_4977650",NA,2012,1166,-137,8156,2426,0,137,3
"em_5374697",NA,1188,650,2595,2932,1418,2615,20,0
"em_5372031",NA,1113,647,2282,3021,1405,2302,20,0
"em_5354452",NA,991,734,6997,4758,2879,7082,85,43
"em_5349469",NA,634,199,-2,1532,198,0,2,0
"em_5351877",NA,590,193,-2,1586,204,0,2,0
"em_5370942",NA,589,460,6847,4837,3211,6880,33,28
"em_5357566",NA,582,334,1838,2223,955,1871,33,2
"em_5365474",NA,525,285,1678,1813,772,1688,10,1
"em_5354348",NA,507,200,563,1107,386,565,2,0
"em_5354294",NA,484,246,1163,1726,612,1183,20,0
"em_5374681",NA,426,241,1362,1168,650,1367,5,0
"em_5361593",NA,423,205,1072,1173,537,1081,9,1
"em_5354431",NA,411,275,3090,1806,1125,3125,35,7
"em_5369208",NA,320,172,1034,995,477,1040,6,0
"em_5369178",NA,306,171,1041,1163,516,1042,1,0
"em_5351860",NA,300,109,-3,928,169,0,3,0
"em_5365503",NA,272,147,596,840,362,604,8,0
"em_5354323",NA,247,120,528,598,270,535,7,0
"em_5371971",NA,230,157,1006,960,486,1008,2,2
"em_5357554",NA,210,116,461,577,275,465,4,0
"em_5346524",NA,172,48,-4,408,67,0,4,0
"em_5361617",NA,170,90,425,450,220,429,4,0
"em_5342701",NA,125,33,0,260,36,0,0,0
"em_5346595",NA,119,30,0,203,26,0,0,0
"em_5331823",NA,118,23,0,283,29,0,0,0
"em_5304437",NA,107,15,0,122,11,0,0,0
"em_5365412",NA,105,62,307,333,155,309,2,1
"em_5369234",NA,105,44,181,299,108,182,1,0
"em_5349425",NA,96,35,-3,383,67,0,3,0
"em_5349457",NA,95,39,0,273,56,0,0,0
"em_5320520",NA,94,21,0,205,22,0,0,0
"em_5324480",NA,94,18,0,149,14,0,0,1
"em_5357584",NA,93,51,284,318,150,289,5,0
"em_5348130",NA,85,49,-16,668,219,0,16,3
"em_5301330",NA,77,14,0,150,15,0,0,0
"em_5298200",NA,74,21,0,133,13,0,0,0
"em_5346285",NA,60,24,-5,299,48,0,5,0
"em_5361583",NA,54,21,68,111,40,68,0,0
"em_5374677",NA,49,36,201,188,91,201,0,0
"em_5230373",NA,48,6,0,65,3,0,0,0
"em_5339449",NA,47,18,0,239,24,0,0,0
"em_5329199",NA,46,8,0,122,13,0,0,0
"em_5372014",NA,42,24,136,111,55,136,0,0
"em_5285853",NA,38,10,0,54,3,0,0,0
"em_5351856",NA,36,11,0,100,17,0,0,0
"em_5346373",NA,36,11,-2,257,30,0,2,1
"em_5361576",NA,35,20,123,119,57,124,1,0
"em_5335895",NA,35,9,0,122,11,0,0,0
"em_5374685",NA,33,17,161,132,70,162,1,0
"em_5349439",NA,33,16,-2,98,21,0,2,0
"em_5325471",NA,33,15,0,271,48,0,0,1
"em_5342679",NA,33,11,0,84,11,0,0,0
"em_5216503",NA,31,8,0,32,3,0,0,0
"em_5306442",NA,31,6,0,97,11,0,0,1
"em_5309345",NA,31,6,0,82,4,0,0,0
"em_5291439",NA,29,10,0,117,7,0,0,0
"em_5301045",NA,29,6,0,100,6,0,0,0
"em_5280712",NA,29,6,0,96,10,0,0,0
"em_5283837",NA,27,9,0,113,6,0,0,0
"em_5326908",NA,26,8,0,128,9,0,0,0
"em_5122499",NA,26,5,0,56,5,0,0,0
"em_5222501",NA,26,5,0,50,8,0,0,0
"em_5329221",NA,26,4,0,36,4,0,0,0
"em_5212933",NA,26,0,0,57,1,0,0,0
"em_5374682",NA,25,14,107,60,33,108,1,0
"em_5331828",NA,24,18,0,217,73,0,0,1
"em_5369182",NA,23,14,58,69,25,58,0,0
"em_5316727",NA,23,5,0,58,4,0,0,0
"em_5277909",NA,22,8,0,80,13,0,0,0
"em_5335871",NA,22,7,0,53,6,0,0,0
"em_5313548",NA,22,5,0,45,6,0,0,0
"em_5233882",NA,21,5,0,39,5,0,0,0
"em_5222523",NA,21,1,0,60,3,0,0,0
"em_5365451",NA,20,15,97,76,44,97,0,0
"em_5331926",NA,20,5,0,64,5,0,0,0
"em_5061400",NA,20,4,0,46,2,0,0,0
"em_5267973",NA,20,2,0,47,4,0,0,0
"em_5081326",NA,20,0,0,46,0,0,0,0
"em_5287833",NA,19,4,0,46,3,0,0,0
"em_5291355",NA,18,4,0,71,2,0,0,0
"em_5295002",NA,17,10,0,43,7,0,0,0
"em_5342654",NA,17,6,0,79,5,0,0,0
"em_5301135",NA,16,4,0,51,2,0,0,0
"em_5182487",NA,16,1,0,44,4,0,0,0
"em_5304119",NA,15,5,0,61,6,0,0,0
"em_5335917",NA,15,5,0,31,3,0,0,0
"em_5313481",NA,15,3,0,61,3,0,0,0
"em_5243229",NA,14,5,0,66,4,0,0,0
"em_5261083",NA,14,4,0,32,2,0,0,0
"em_5283954",NA,14,3,0,27,4,0,0,0
"em_5254500",NA,14,2,0,39,3,0,0,0
"em_5266009",NA,14,1,0,68,3,0,0,0
"em_5162777",NA,13,4,0,36,3,0,0,0
"em_5144876",NA,13,2,0,42,2,0,0,0
"em_5129525",NA,13,2,0,29,1,0,0,0
"em_5357595",NA,12,4,14,18,9,14,0,0
"em_5209518",NA,12,4,0,30,1,0,0,0
"em_5326927",NA,12,1,0,55,4,0,0,0
"em_5331843",NA,12,1,0,34,7,0,0,0
"em_5124413",NA,12,1,0,26,1,0,0,0
"em_5280617",NA,11,5,0,56,5,0,0,0
"em_5222556",NA,10,1,0,21,2,0,0,0
"em_5058623",NA,10,0,0,23,1,0,0,0
"em_5331807",NA,9,6,0,74,34,0,0,1
"em_5282494",NA,9,5,0,100,13,0,0,1
"em_5258030",NA,9,5,0,25,2,0,0,0
"em_5323878",NA,9,4,0,67,5,0,0,0
"em_5245312",NA,9,3,0,28,0,0,0,0
"em_5306532",NA,9,2,0,65,4,0,0,0
"em_5105934",NA,9,1,0,38,1,0,0,0
"em_5193028",NA,9,1,0,5,0,0,0,0
"em_5264044",NA,8,3,0,29,2,0,0,0
"em_5162754",NA,8,3,0,28,1,0,0,0
"em_5166852",NA,8,3,0,25,1,0,0,0
"em_5103778",NA,8,2,0,36,4,0,0,0
"em_5285835",NA,8,2,0,19,1,0,0,0
"em_5126758",NA,8,1,0,20,0,0,0,0
"em_5204142",NA,8,1,0,19,1,0,0,0
"em_5291548",NA,8,0,0,47,1,0,0,0
"em_5209477",NA,8,0,0,16,1,0,0,0
"em_5331824",NA,8,0,0,4,0,0,0,0
"em_5020274",NA,7,2,0,29,4,0,0,0
"em_5366775",NA,7,1,1,16,1,1,0,0
"em_5101853",NA,7,1,0,41,3,0,0,0
"em_5271394",NA,7,1,0,38,7,0,0,0
"em_5316707",NA,7,1,0,20,5,0,0,0
"em_5196356",NA,7,1,0,14,0,0,0,0
"em_5182455",NA,7,0,0,39,5,0,0,0
"em_5199479",NA,7,0,0,6,0,0,0,0
"em_5040228",NA,6,2,0,37,2,0,0,0
"em_5294760",NA,6,2,0,23,1,0,0,0
"em_5199331",NA,6,2,0,13,1,0,0,0
"em_5184403",NA,6,2,0,12,1,0,0,0
"em_5266047",NA,6,2,0,3,0,0,0,0
"em_5017508",NA,6,1,0,25,2,0,0,0
"em_5098626",NA,6,1,0,25,0,0,0,0
"em_5274467",NA,6,1,0,16,0,0,0,0
"em_5042219",NA,6,1,0,12,1,0,0,0
"em_5037483",NA,6,1,0,12,0,0,0,0
"em_5078467",NA,6,1,0,6,2,0,0,0
"em_5179792",NA,6,0,0,33,0,0,0,0
"em_5147195",NA,6,0,0,25,2,0,0,0
"em_5202101",NA,6,0,0,23,2,0,0,0
"em_5254388",NA,6,0,0,20,0,0,0,0
"em_5224647",NA,6,0,0,19,1,0,0,0
"em_5212852",NA,6,0,0,11,0,0,0,0
"em_5329198",NA,5,3,0,45,8,0,0,0
"em_5267889",NA,5,2,0,55,12,0,0,0
"em_5204165",NA,5,2,0,29,1,0,0,0
"em_5240437",NA,5,2,0,17,0,0,0,0
"em_5250991",NA,5,1,0,7,0,0,0,0
"em_5160246",NA,5,0,0,5,0,0,0,0
"em_5316787",NA,4,3,0,14,0,0,0,0
"em_5371984",NA,4,2,48,19,11,49,1,0
"em_5193051",NA,4,2,0,44,4,0,0,0
"em_5298156",NA,4,2,0,27,2,0,0,0
"em_5320495",NA,4,2,0,18,1,0,0,0
"em_4872689",NA,4,2,0,10,4,0,0,0
"em_5266082",NA,4,1,0,39,2,0,0,0
"em_5186751",NA,4,1,0,23,0,0,0,0
"em_5164533",NA,4,1,0,20,2,0,0,0
"em_5342665",NA,4,1,0,10,2,0,0,0
"em_5153420",NA,4,1,0,9,0,0,0,0
"em_5247739",NA,4,0,0,18,0,0,0,0
"em_5264083",NA,4,0,0,17,1,0,0,0
"em_5283899",NA,4,0,0,11,1,0,0,0
"em_5309451",NA,3,3,0,33,6,0,0,0
"em_5274438",NA,3,3,0,21,4,0,0,0
"em_5361571",NA,3,2,6,4,3,6,0,0
"em_5309471",NA,3,2,0,90,24,0,0,1
"em_5287781",NA,3,2,0,43,13,0,0,2
"em_5206328",NA,3,2,0,12,3,0,0,0
"em_5022377",NA,3,2,0,8,1,0,0,0
"em_5339388",NA,3,2,0,5,2,0,0,0
"em_5283994",NA,3,1,0,51,3,0,0,0
"em_5304514",NA,3,1,0,50,4,0,0,0
"em_5247651",NA,3,1,0,29,4,0,0,0
"em_5226983",NA,3,1,0,14,0,0,0,0
"em_5206355",NA,3,1,0,10,1,0,0,0
"em_5166826",NA,3,1,0,9,1,0,0,0
"em_5204119",NA,3,0,0,30,2,0,0,0
"em_5265980",NA,3,0,0,20,0,0,0,0
"em_5119659",NA,3,0,0,13,0,0,0,0
"em_5226924",NA,3,0,0,9,0,0,0,0
"em_5147136",NA,3,0,0,7,0,0,0,0
"em_5243253",NA,3,0,0,7,0,0,0,0
"em_5219415",NA,2,2,0,39,5,0,0,0
"em_5202124",NA,2,2,0,16,3,0,0,0
"em_5226914",NA,2,2,0,15,3,0,0,0
"em_5189860",NA,2,2,0,9,2,0,0,0
"em_5354449",NA,2,1,35,7,3,35,0,0
"em_5240364",NA,2,1,0,32,1,0,0,0
"em_5326945",NA,2,1,0,22,0,0,0,0
"em_5186722",NA,2,1,0,21,4,0,0,0
"em_5251033",NA,2,1,0,14,3,0,0,0
"em_5313573",NA,2,1,0,14,1,0,0,0
"em_5295034",NA,2,1,0,12,4,0,0,0
"em_5267850",NA,2,1,0,11,3,0,0,0
"em_5313461",NA,2,1,0,10,0,0,0,0
"em_5324410",NA,2,1,0,8,1,0,0,0
"em_5346447",NA,2,1,0,4,1,0,0,0
"em_5346070",NA,2,1,0,3,1,0,0,0
"em_5224674",NA,2,0,0,26,1,0,0,0
"em_5219616",NA,2,0,0,24,3,0,0,0
"em_5142772",NA,2,0,0,17,2,0,0,0
"em_5298223",NA,2,0,0,17,1,0,0,0
"em_5055454",NA,2,0,0,13,0,0,0,0
"em_5169988",NA,2,0,0,11,0,0,0,0
"em_5031134",NA,2,0,0,9,0,0,0,0
"em_5083269",NA,2,0,0,5,0,0,0,0
"em_5227042",NA,2,0,0,5,0,0,0,0
"em_5124392",NA,2,0,0,5,0,0,0,0
"em_5222579",NA,2,0,0,3,0,0,0,0
"em_5354337",NA,1,1,24,22,13,24,0,1
"em_5361539",NA,1,1,8,4,2,8,0,0
"em_5329254",NA,1,1,0,32,2,0,0,0
"em_5324169",NA,1,1,0,20,1,0,0,0
"em_5268089",NA,1,1,0,16,5,0,0,0
"em_5133041",NA,1,1,0,13,2,0,0,0
"em_5164552",NA,1,1,0,7,1,0,0,0
"em_5109373",NA,1,1,0,7,0,0,0,0
"em_5216416",NA,1,1,0,7,0,0,0,0
"em_5339471",NA,1,1,0,6,2,0,0,0
"em_5186703",NA,1,1,0,5,2,0,0,0
"em_5245336",NA,1,1,0,5,1,0,0,0
"em_4862185",NA,1,1,0,5,1,0,0,0
"em_5261218",NA,1,1,0,5,0,0,0,0
"em_5063406",NA,1,1,0,5,0,0,0,0
"em_5186786",NA,1,1,0,5,0,0,0,0
"em_4849989",NA,1,1,0,4,1,0,0,0
"em_5329203",NA,1,1,0,3,1,0,0,0
"em_4822048",NA,1,1,0,3,1,0,0,0
"em_5078602",NA,1,1,0,2,1,0,0,0
"em_4830325",NA,1,1,0,2,0,0,0,0
"em_5153355",NA,1,1,0,1,1,0,0,0
"em_5277710",NA,1,1,0,1,0,0,0,0
"em_4901493",NA,1,1,0,1,0,0,0,0
"em_5326958",NA,1,0,0,58,2,0,0,0
"em_5298069",NA,1,0,0,14,0,0,0,0
"em_5309319",NA,1,0,0,14,0,0,0,0
"em_5264159",NA,1,0,0,12,2,0,0,0
"em_5219728",NA,1,0,0,10,1,0,0,0
"em_5245381",NA,1,0,0,10,1,0,0,0
"em_5042235",NA,1,0,0,9,0,0,0,0
"em_5101877",NA,1,0,0,8,3,0,0,0
"em_5309464",NA,1,0,0,8,1,0,0,0
"em_5268246",NA,1,0,0,8,0,0,0,0
"em_4870823",NA,1,0,0,7,0,0,0,0
"em_5170018",NA,1,0,0,6,0,0,0,0
"em_5176688",NA,1,0,0,5,0,0,0,0
"em_5206404",NA,1,0,0,4,0,0,0,0
"em_4891267",NA,1,0,0,3,0,0,0,0
"em_5071900",NA,1,0,0,3,0,0,0,0
"em_5139732",NA,1,0,0,3,0,0,0,0
"em_5119797",NA,1,0,0,2,1,0,0,0
"em_5001668",NA,1,0,0,2,0,0,0,0
"em_5196427",NA,1,0,0,2,0,0,0,0
"em_5109336",NA,1,0,0,2,0,0,0,0
"em_5206377",NA,1,0,0,2,0,0,0,0
"em_5081361",NA,1,0,0,2,0,0,0,0
"em_5065716",NA,1,0,0,2,0,0,0,0
"em_5058775",NA,1,0,0,2,0,0,0,0
"em_5199587",NA,1,0,0,1,0,0,0,1
"em_5095277",NA,1,0,0,1,0,0,0,0
"em_5283864",NA,1,0,0,1,0,0,0,0
"em_4973182",NA,1,0,0,1,0,0,0,0
"em_5116018",NA,1,0,0,1,0,0,0,0
"em_5354463",NA,0,0,118,0,0,118,0,0
"em_5354446",NA,0,0,118,0,0,118,0,0
"em_5354425",NA,0,0,27,2,2,27,0,0
"em_5370912",NA,0,0,27,1,1,27,0,0
"em_5361540",NA,0,0,8,1,1,8,0,0
"em_5369191",NA,0,0,4,2,2,4,0,0
"em_5365436",NA,0,0,2,5,1,2,0,0
"em_5369049",NA,0,0,2,0,0,2,0,0
"em_5369046",NA,0,0,2,0,0,2,0,0
"em_5369019",NA,0,0,2,0,0,2,0,0
"em_5369032",NA,0,0,2,0,0,2,0,0
"em_5369005",NA,0,0,2,0,0,2,0,0
"em_5366773",NA,0,0,1,2,1,1,0,0
"em_5285975",NA,0,0,0,41,3,0,0,0
"em_5320552",NA,0,0,0,31,1,0,0,1
"em_5160315",NA,0,0,0,31,0,0,0,0
"em_5280653",NA,0,0,0,22,0,0,0,0
"em_5216548",NA,0,0,0,19,0,0,0,0
"em_5139339",NA,0,0,0,17,4,0,0,0
"em_5236868",NA,0,0,0,17,1,0,0,0
"em_5324525",NA,0,0,0,17,0,0,0,0
"em_5287988",NA,0,0,0,16,0,0,0,0
"em_5240467",NA,0,0,0,15,0,0,0,0
"em_5162849",NA,0,0,0,14,2,0,0,0
"em_5224699",NA,0,0,0,13,1,0,0,0
"em_5257906",NA,0,0,0,13,1,0,0,0
"em_4981424",NA,0,0,0,13,0,0,0,0
"em_5038460",NA,0,0,0,12,1,0,0,0
"em_5287919",NA,0,0,0,12,0,0,0,0
"em_5224716",NA,0,0,0,11,2,0,0,0
"em_5024671",NA,0,0,0,11,1,0,0,0
"em_5261320",NA,0,0,0,11,0,0,0,0
"em_5122522",NA,0,0,0,11,0,0,0,0
"em_5204218",NA,0,0,0,11,0,0,0,0
"em_5160159",NA,0,0,0,10,1,0,0,0
"em_5264179",NA,0,0,0,10,0,0,0,0
"em_5144947",NA,0,0,0,10,0,0,0,0
"em_5162807",NA,0,0,0,9,2,0,0,0
"em_4923709",NA,0,0,0,9,1,0,0,0
"em_5237288",NA,0,0,0,9,0,0,0,0
"em_5129548",NA,0,0,0,9,0,0,0,0
"em_4903757",NA,0,0,0,8,3,0,0,0
"em_4963669",NA,0,0,0,8,2,0,0,0
"em_5247603",NA,0,0,0,8,1,0,0,0
"em_5105902",NA,0,0,0,8,1,0,0,0
"em_5119689",NA,0,0,0,8,0,0,0,0
"em_4957294",NA,0,0,0,8,0,0,0,0
"em_4979285",NA,0,0,0,8,0,0,0,0
"em_5049057",NA,0,0,0,8,0,0,0,0
"em_5136160",NA,0,0,0,8,0,0,0,0
"em_4911860",NA,0,0,0,8,0,0,0,0
"em_5227143",NA,0,0,0,7,3,0,0,0
"em_5184490",NA,0,0,0,7,2,0,0,0
"em_5287730",NA,0,0,0,7,2,0,0,0
"em_5065603",NA,0,0,0,7,2,0,0,0
"em_5196393",NA,0,0,0,7,1,0,0,0
"em_5230420",NA,0,0,0,7,1,0,0,0
"em_4943741",NA,0,0,0,7,1,0,0,0
"em_5258080",NA,0,0,0,7,0,0,0,1
"em_4939481",NA,0,0,0,7,0,0,0,0
"em_5085558",NA,0,0,0,7,0,0,0,0
"em_5083284",NA,0,0,0,7,0,0,0,0
"em_4883191",NA,0,0,0,7,0,0,0,0
"em_4903724",NA,0,0,0,6,2,0,0,0
"em_5164578",NA,0,0,0,6,2,0,0,0
"em_5044365",NA,0,0,0,6,1,0,0,0
"em_5153460",NA,0,0,0,6,1,0,0,0
"em_5132751",NA,0,0,0,6,1,0,0,0
"em_5144855",NA,0,0,0,6,1,0,0,0
"em_5245292",NA,0,0,0,6,0,0,0,0
"em_5044384",NA,0,0,0,6,0,0,0,0
"em_5182503",NA,0,0,0,6,0,0,0,0
"em_4997068",NA,0,0,0,6,0,0,0,0
"em_5176749",NA,0,0,0,6,0,0,0,0
"em_5133033",NA,0,0,0,5,1,0,0,1
"em_5226875",NA,0,0,0,5,1,0,0,0
"em_5179903",NA,0,0,0,5,1,0,0,0
"em_5233720",NA,0,0,0,5,1,0,0,0
"em_5142790",NA,0,0,0,5,1,0,0,0
"em_5199526",NA,0,0,0,5,1,0,0,0
"em_4947152",NA,0,0,0,5,1,0,0,0
"em_5316694",NA,0,0,0,5,1,0,0,0
"em_4963673",NA,0,0,0,5,0,0,0,0
"em_4961499",NA,0,0,0,5,0,0,0,0
"em_5020307",NA,0,0,0,5,0,0,0,0
"em_5101897",NA,0,0,0,5,0,0,0,0
"em_5139702",NA,0,0,0,5,0,0,0,0
"em_5233823",NA,0,0,0,5,0,0,0,0
"em_5243337",NA,0,0,0,5,0,0,0,0
"em_5106015",NA,0,0,0,5,0,0,0,0
"em_5258098",NA,0,0,0,5,0,0,0,0
"em_4842682",NA,0,0,0,4,1,0,0,0
"em_5042253",NA,0,0,0,4,1,0,0,0
"em_5005787",NA,0,0,0,4,1,0,0,0
"em_5037600",NA,0,0,0,4,1,0,0,0
"em_4883203",NA,0,0,0,4,0,0,0,0
"em_5061414",NA,0,0,0,4,0,0,0,0
"em_5304143",NA,0,0,0,4,0,0,0,0
"em_5103840",NA,0,0,0,4,0,0,0,0
"em_5000001",NA,0,0,0,4,0,0,0,0
"em_5063347",NA,0,0,0,4,0,0,0,0
"em_5065624",NA,0,0,0,4,0,0,0,0
"em_5230331",NA,0,0,0,4,0,0,0,0
"em_5193091",NA,0,0,0,4,0,0,0,0
"em_5247896",NA,0,0,0,4,0,0,0,0
"em_4913640",NA,0,0,0,4,0,0,0,0
"em_5184421",NA,0,0,0,4,0,0,0,0
"em_5245369",NA,0,0,0,4,0,0,0,0
"em_5316861",NA,0,0,0,3,2,0,0,0
"em_5206285",NA,0,0,0,3,2,0,0,0
"em_5251077",NA,0,0,0,3,1,0,0,0
"em_5136196",NA,0,0,0,3,1,0,0,0
"em_5243315",NA,0,0,0,3,1,0,0,0
"em_4943710",NA,0,0,0,3,1,0,0,0
"em_5061428",NA,0,0,0,3,1,0,0,0
"em_5044333",NA,0,0,0,3,1,0,0,0
"em_4842701",NA,0,0,0,3,1,0,0,0
"em_4933217",NA,0,0,0,3,1,0,0,0
"em_5166940",NA,0,0,0,3,1,0,0,0
"em_4899423",NA,0,0,0,3,1,0,0,0
"em_5147829",NA,0,0,0,3,0,0,0,0
"em_5103799",NA,0,0,0,3,0,0,0,0
"em_4969955",NA,0,0,0,3,0,0,0,0
"em_5078571",NA,0,0,0,3,0,0,0,0
"em_5173272",NA,0,0,0,3,0,0,0,0
"em_4903782",NA,0,0,0,3,0,0,0,0
"em_5105958",NA,0,0,0,3,0,0,0,0
"em_5122573",NA,0,0,0,3,0,0,0,0
"em_5274484",NA,0,0,0,3,0,0,0,0
"em_5202169",NA,0,0,0,3,0,0,0,0
"em_4881097",NA,0,0,0,3,0,0,0,0
"em_4943726",NA,0,0,0,3,0,0,0,0
"em_5277834",NA,0,0,0,3,0,0,0,0
"em_4857798",NA,0,0,0,3,0,0,0,0
"em_5010927",NA,0,0,0,3,0,0,0,0
"em_5301378",NA,0,0,0,3,0,0,0,0
"em_5150590",NA,0,0,0,3,0,0,0,0
"em_5024555",NA,0,0,0,3,0,0,0,0
"em_4976563",NA,0,0,0,3,0,0,0,0
"em_5341016",NA,0,0,0,3,0,0,0,0
"em_5017539",NA,0,0,0,3,0,0,0,0
"em_5157177",NA,0,0,0,3,0,0,0,0
"em_4947099",NA,0,0,0,3,0,0,0,0
"em_4899332",NA,0,0,0,3,0,0,0,0
"em_4950547",NA,0,0,0,3,0,0,0,0
"em_5085595",NA,0,0,0,3,0,0,0,0
"em_5071978",NA,0,0,0,3,0,0,0,0
"em_5186858",NA,0,0,0,3,0,0,0,0
"em_5267899",NA,0,0,0,3,0,0,0,0
"em_5196451",NA,0,0,0,3,0,0,0,0
"em_5022411",NA,0,0,0,3,0,0,0,0
"em_4983720",NA,0,0,0,3,0,0,0,0
"em_5237085",NA,0,0,0,3,0,0,0,0
"em_5184466",NA,0,0,0,3,0,0,0,0
"em_5179936",NA,0,0,0,3,0,0,0,0
"em_4923647",NA,0,0,0,3,0,0,0,0
"em_5091933",NA,0,0,0,3,0,0,0,0
"em_4950511",NA,0,0,0,3,0,0,0,0
"em_5004242",NA,0,0,0,3,0,0,0,0
"em_4957258",NA,0,0,0,2,2,0,0,0
"em_5124475",NA,0,0,0,2,1,0,0,0
"em_5124455",NA,0,0,0,2,1,0,0,0
"em_5142814",NA,0,0,0,2,1,0,0,0
"em_4881116",NA,0,0,0,2,1,0,0,0
"em_5122547",NA,0,0,0,2,1,0,0,0
"em_5088679",NA,0,0,0,2,1,0,0,0
"em_4862125",NA,0,0,0,2,1,0,0,0
"em_5071871",NA,0,0,0,2,1,0,0,0
"em_4881145",NA,0,0,0,2,1,0,0,0
"em_4886549",NA,0,0,0,2,1,0,0,0
"em_5065608",NA,0,0,0,2,0,0,0,0
"em_5139844",NA,0,0,0,2,0,0,0,0
"em_4896631",NA,0,0,0,2,0,0,0,0
"em_5027875",NA,0,0,0,2,0,0,0,0
"em_5316684",NA,0,0,0,2,0,0,0,0
"em_5313435",NA,0,0,0,2,0,0,0,0
"em_5088792",NA,0,0,0,2,0,0,0,0
"em_5176782",NA,0,0,0,2,0,0,0,0
"em_4954063",NA,0,0,0,2,0,0,0,0
"em_5105903",NA,0,0,0,2,0,0,0,0
